"sentence","verb","frame","voice","polarity","conditional","Mean","low.ci","high.ci","SD","C"
"Someone overheard that a particular thing happened","overhear","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone overlooked that a particular thing happened","overlook","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone pained for a particular thing to happen.","pain","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone panicked that a particular thing happened","panic","that_S","active","positive","False",0.8,0.25,0.2,0.349602949390051,10
"Someone paused for a particular thing to happen.","pause","for_NP_to_VP","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone perceived a particular person to do a particular thing.","perceive","NP_to_VPeventive","active","positive","False",0.65,0.10125,0.15,0.241522945769824,10
"Someone perceived that a particular thing happened","perceive","that_S","active","positive","False",0.65,0.2,0.2,0.337474278855276,10
"Someone permitted a particular person to do a particular thing.","permit","NP_to_VPeventive","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone permitted a particular person to have a particular thing.","permit","NP_to_VPstative","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone permitted for a particular thing to happen.","permit","for_NP_to_VP","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone persuaded a particular person to do a particular thing.","persuade","NP_to_VPeventive","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone persuaded a particular person to have a particular thing.","persuade","NP_to_VPstative","active","positive","False",0.9,0.2,0.1,0.316227766016838,10
"Someone pestered a particular person to do a particular thing.","pester","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone petitioned a particular person to do a particular thing.","petition","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone petitioned a particular person to have a particular thing.","petition","NP_to_VPstative","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone petitioned for a particular thing to happen.","petition","for_NP_to_VP","active","positive","False",0.6,0.1,0.1,0.210818510677892,10
"Someone phoned a particular person to do a particular thing.","phone","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone phoned a particular person to have a particular thing.","phone","NP_to_VPstative","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone phoned for a particular thing to happen.","phone","for_NP_to_VP","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone phoned that a particular thing happened","phone","that_S","active","positive","False",0.85,0.15,0.1,0.241522945769824,10
"Someone picked a particular person to do a particular thing.","pick","NP_to_VPeventive","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone picked a particular person to have a particular thing.","pick","NP_to_VPstative","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone pictured that a particular thing happened","picture","that_S","active","positive","False",0.65,0.1,0.15,0.241522945769824,10
"Someone pieced together that a particular thing happened","piece_together","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone pinpointed a particular person to have a particular thing.","pinpoint","NP_to_VPstative","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone pinpointed that a particular thing happened","pinpoint","that_S","active","positive","False",0.9,0.2,0.1,0.316227766016838,10
"Someone pitied that a particular thing happened","pity","that_S","active","positive","False",0.75,0.2,0.2,0.353553390593274,10
"Someone planned for a particular thing to happen.","plan","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone pled for a particular thing to happen.","plead","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone plotted for a particular thing to happen.","plot","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone pointed out a particular person to do a particular thing.","point_out","NP_to_VPeventive","active","positive","False",0.5,0,0,0,10
"Someone pointed out that a particular thing happened","point_out","that_S","active","positive","False",1,0,0,0,10
"Someone pondered for a particular thing to happen.","ponder","for_NP_to_VP","active","positive","False",0.35,0.15,0.15,0.241522945769824,10
"Someone pondered that a particular thing happened","ponder","that_S","active","positive","False",0.55,0.15,0.15,0.283823106098773,10
"Someone posited that a particular thing happened","posit","that_S","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone posted that a particular thing happened","post","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone pouted that a particular thing happened","pout","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone praised that a particular thing happened","praise","that_S","active","positive","False",0.85,0.25,0.15,0.337474278855276,10
"Someone prayed for a particular thing to happen.","pray","for_NP_to_VP","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone prayed that a particular thing happened","pray","that_S","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone preached for a particular thing to happen.","preach","for_NP_to_VP","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone preached that a particular thing happened","preach","that_S","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone predicted a particular person to do a particular thing.","predict","NP_to_VPeventive","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone predicted a particular person to have a particular thing.","predict","NP_to_VPstative","active","positive","False",0.5,0,0,0,10
"Someone predicted for a particular thing to happen.","predict","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone predicted that a particular thing happened","predict","that_S","active","positive","False",0.6,0.15,0.2,0.316227766016838,10
"Someone preferred a particular person to do a particular thing.","prefer","NP_to_VPeventive","active","positive","False",0.4,0.15,0.1,0.210818510677892,10
"Someone preferred a particular person to have a particular thing.","prefer","NP_to_VPstative","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone prejudged that a particular thing happened","prejudge","that_S","active","positive","False",0.45,0.15,0.15,0.283823106098773,10
"Someone prepared a particular person to do a particular thing.","prepare","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone prepared a particular person to have a particular thing.","prepare","NP_to_VPstative","active","positive","False",0.5,0,0,0,9
"Someone prepared for a particular thing to happen.","prepare","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone pressed a particular person to do a particular thing.","press","NP_to_VPeventive","active","positive","False",0.666666666666667,0.166666666666667,0.166666666666667,0.25,9
"Someone pressed a particular person to have a particular thing.","press","NP_to_VPstative","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone pressed for a particular thing to happen.","press","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone pressured a particular person to do a particular thing.","pressure","NP_to_VPeventive","active","positive","False",0.722222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"Someone pressured a particular person to have a particular thing.","pressure","NP_to_VPstative","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone presumed a particular person to have a particular thing.","presume","NP_to_VPstative","active","positive","False",0.5,0,0,0,10
"Someone presumed that a particular thing happened","presume","that_S","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone presupposed that a particular thing happened","presuppose","that_S","active","positive","False",0.4,0.1,0.1,0.210818510677892,10
"Someone pretended for a particular thing to happen.","pretend","for_NP_to_VP","active","positive","False",0.25,0.2,0.25,0.353553390593274,10
"Someone pretended that a particular thing happened","pretend","that_S","active","positive","False",0.1,0.1,0.15,0.210818510677892,10
"Someone probed a particular person to do a particular thing.","probe","NP_to_VPeventive","active","positive","False",0.5,0,0,0,10
"Someone probed for a particular thing to happen.","probe","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone proclaimed a particular person to do a particular thing.","proclaim","NP_to_VPeventive","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone proclaimed a particular person to have a particular thing.","proclaim","NP_to_VPstative","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone proclaimed that a particular thing happened","proclaim","that_S","active","positive","False",0.6,0.2,0.2,0.316227766016838,10
"Someone prohibited a particular person to do a particular thing.","prohibit","NP_to_VPeventive","active","positive","False",0.3,0.15,0.15,0.258198889747161,10
"Someone prohibited a particular person to have a particular thing.","prohibit","NP_to_VPstative","active","positive","False",0.25,0.15,0.15,0.263523138347365,10
"Someone promised a particular person to do a particular thing.","promise","NP_to_VPeventive","active","positive","False",0.65,0.10125,0.15,0.241522945769824,10
"Someone promised a particular person to have a particular thing.","promise","NP_to_VPstative","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone promised for a particular thing to happen.","promise","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone promised that a particular thing happened","promise","that_S","active","positive","False",0.6,0.1,0.1,0.210818510677892,10
"Someone prompted a particular person to do a particular thing.","prompt","NP_to_VPeventive","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone prompted a particular person to have a particular thing.","prompt","NP_to_VPstative","active","positive","False",0.5,0,0,0,10
"Someone prompted for a particular thing to happen.","prompt","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone prophesied for a particular thing to happen.","prophesy","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone prophesied that a particular thing happened","prophesy","that_S","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone proposed a particular person to do a particular thing.","propose","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone proposed for a particular thing to happen.","propose","for_NP_to_VP","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone proposed that a particular thing happened","propose","that_S","active","positive","False",0.55,0.15,0.15,0.283823106098773,10
"Someone protested for a particular thing to happen.","protest","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone proved a particular person to have a particular thing.","prove","NP_to_VPstative","active","positive","False",0.85,0.25,0.15,0.337474278855276,10
"Someone proved that a particular thing happened","prove","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone provoked a particular person to do a particular thing.","provoke","NP_to_VPeventive","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone publicized that a particular thing happened","publicize","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone published that a particular thing happened","publish","that_S","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone quarrelled that a particular thing happened","quarrel","that_S","active","positive","False",0.6,0.2,0.2,0.316227766016838,10
"Someone questioned that a particular thing happened","question","that_S","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone quipped that a particular thing happened","quip","that_S","active","positive","False",0.6,0.2,0.2,0.316227766016838,10
"Someone radioed a particular person to do a particular thing.","radio","NP_to_VPeventive","active","positive","False",0.6,0.15,0.2,0.316227766016838,10
"Someone radioed a particular person to have a particular thing.","radio","NP_to_VPstative","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone radioed for a particular thing to happen.","radio","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone radioed that a particular thing happened","radio","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone raised a particular person to do a particular thing.","raise","NP_to_VPeventive","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone ranted for a particular thing to happen.","rant","for_NP_to_VP","active","positive","False",0.555555555555556,0.0555555555555556,0.111111111111111,0.166666666666667,9
"Someone ranted that a particular thing happened","rant","that_S","active","positive","False",0.85,0.15,0.1,0.241522945769824,10
"Someone rationalized that a particular thing happened","rationalize","that_S","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone raved for a particular thing to happen.","rave","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone raved that a particular thing happened","rave","that_S","active","positive","False",0.7,0.2,0.2,0.349602949390051,10
"Someone read that a particular thing happened","read","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone reaffirmed that a particular thing happened","reaffirm","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone realized that a particular thing happened","realize","that_S","active","positive","False",1,0,0,0,10
"Someone reasoned a particular person to do a particular thing.","reason","NP_to_VPeventive","active","positive","False",0.6,0.2,0.2,0.316227766016838,10
"Someone reasoned out that a particular thing happened","reason_out","that_S","active","positive","False",0.65,0.2,0.2,0.337474278855276,10
"Someone reasoned that a particular thing happened","reason","that_S","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone reasserted that a particular thing happened","reassert","that_S","active","positive","False",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"Someone reassured a particular person to do a particular thing.","reassure","NP_to_VPeventive","active","positive","False",0.555555555555556,0.0555555555555556,0.111111111111111,0.166666666666667,9
"Someone recalled a particular person to have a particular thing.","recall","NP_to_VPstative","active","positive","False",0.75,0.20125,0.2,0.353553390593274,10
"Someone recalled that a particular thing happened","recall","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone recaped that a particular thing happened","recap","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone reckoned that a particular thing happened","reckon","that_S","active","positive","False",0.55,0.15,0.15,0.283823106098773,10
"Someone recognized that a particular thing happened","recognize","that_S","active","positive","False",1,0,0,0,10
"Someone recollected that a particular thing happened","recollect","that_S","active","positive","False",0.8,0.2,0.15,0.349602949390051,10
"Someone recommended a particular person to do a particular thing.","recommend","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone recommended a particular person to have a particular thing.","recommend","NP_to_VPstative","active","positive","False",0.55,0.15,0.15,0.283823106098773,10
"Someone reconsidered that a particular thing happened","reconsider","that_S","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone recorded that a particular thing happened","record","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone recruited a particular person to do a particular thing.","recruit","NP_to_VPeventive","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone rediscovered that a particular thing happened","rediscover","that_S","active","positive","False",1,0,0,0,9
"Someone refused a particular person to do a particular thing.","refuse","NP_to_VPeventive","active","positive","False",0.05,0.05,0.1,0.158113883008419,10
"Someone refused a particular person to have a particular thing.","refuse","NP_to_VPstative","active","positive","False",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"Someone refused for a particular thing to happen.","refuse","for_NP_to_VP","active","positive","False",0.1,0.1,0.15,0.210818510677892,10
"Someone registered a particular person to do a particular thing.","register","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone regretted that a particular thing happened","regret","that_S","active","positive","False",1,0,0,0,10
"Someone reiterated for a particular thing to happen.","reiterate","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone reiterated that a particular thing happened","reiterate","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone rejected that a particular thing happened","reject","that_S","active","positive","False",0.65,0.2,0.2,0.337474278855276,10
"Someone related that a particular thing happened","relate","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone relished that a particular thing happened","relish","that_S","active","positive","False",1,0,0,0,10
"Someone remained for a particular thing to happen.","remain","for_NP_to_VP","active","positive","False",0.7,0.2,0.2,0.349602949390051,10
"Someone remarked that a particular thing happened","remark","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone remembered that a particular thing happened","remember","that_S","active","positive","False",1,0,0,0,9
"Someone reminded a particular person to do a particular thing.","remind","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone reminisced that a particular thing happened","reminisce","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone renegotiated for a particular thing to happen.","renegotiate","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone repeated that a particular thing happened","repeat","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone replied that a particular thing happened","reply","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone reported a particular person to have a particular thing.","report","NP_to_VPstative","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone reported that a particular thing happened","report","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone repressed that a particular thing happened","repress","that_S","active","positive","False",0.85,0.2,0.15,0.337474278855276,10
"Someone requested a particular person to do a particular thing.","request","NP_to_VPeventive","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone requested a particular person to have a particular thing.","request","NP_to_VPstative","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone requested for a particular thing to happen.","request","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone requested that a particular thing happened","request","that_S","active","positive","False",0.4,0.15,0.1,0.210818510677892,10
"Someone required a particular person to do a particular thing.","require","NP_to_VPeventive","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone required a particular person to have a particular thing.","require","NP_to_VPstative","active","positive","False",0.85,0.15,0.1,0.241522945769824,10
"Someone required that a particular thing happened","require","that_S","active","positive","False",0.65,0.1,0.15,0.241522945769824,10
"Someone researched that a particular thing happened","research","that_S","active","positive","False",0.7,0.2,0.2,0.349602949390051,10
"Someone resented that a particular thing happened","resent","that_S","active","positive","False",1,0,0,0,10
"Someone resolved that a particular thing happened","resolve","that_S","active","positive","False",0.8,0.2,0.2,0.349602949390051,10
"Someone responded that a particular thing happened","respond","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone restated that a particular thing happened","restate","that_S","active","positive","False",1,0,0,0,10
"Someone retorted that a particular thing happened","retort","that_S","active","positive","False",0.7,0.20125,0.2,0.349602949390051,10
"Someone retracted that a particular thing happened","retract","that_S","active","positive","False",0.35,0.25,0.25,0.411636301174282,10
"Someone revealed that a particular thing happened","reveal","that_S","active","positive","False",1,0,0,0,10
"Someone roused a particular person to do a particular thing.","rouse","NP_to_VPeventive","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone ruled for a particular thing to happen.","rule","for_NP_to_VP","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone ruled that a particular thing happened","rule","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone ruminated that a particular thing happened","ruminate","that_S","active","positive","False",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"Someone rushed a particular person to do a particular thing.","rush","NP_to_VPeventive","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone rushed for a particular thing to happen.","rush","for_NP_to_VP","active","positive","False",0.4,0.2,0.2,0.316227766016838,10
"Someone said that a particular thing happened","say","that_S","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone sanctioned a particular person to do a particular thing.","sanction","NP_to_VPeventive","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone saw that a particular thing happened","see","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone scared a particular person to do a particular thing.","scare","NP_to_VPeventive","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone scheduled a particular person to do a particular thing.","schedule","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone scheduled a particular person to have a particular thing.","schedule","NP_to_VPstative","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone scheduled for a particular thing to happen.","schedule","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone schemed for a particular thing to happen.","scheme","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone scoffed that a particular thing happened","scoff","that_S","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone scrambled for a particular thing to happen.","scramble","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone screamed for a particular thing to happen.","scream","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone screamed that a particular thing happened","scream","that_S","active","positive","False",0.65,0.2,0.2,0.337474278855276,10
"Someone scribbled that a particular thing happened","scribble","that_S","active","positive","False",0.55,0.2,0.201249999999999,0.368932393686311,10
"Someone selected a particular person to do a particular thing.","select","NP_to_VPeventive","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone selected that a particular thing happened","select","that_S","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone sent a particular person to do a particular thing.","send","NP_to_VPeventive","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone set about for a particular thing to happen.","set_about","for_NP_to_VP","active","positive","False",0.55,0.15,0.15,0.283823106098773,10
"Someone set out for a particular thing to happen.","set_out","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone settled for a particular thing to happen.","settle","for_NP_to_VP","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone shaped a particular person to do a particular thing.","shape","NP_to_VPeventive","active","positive","False",0.666666666666667,0.166666666666667,0.166666666666667,0.25,9
"Someone shared that a particular thing happened","share","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone shocked a particular person to do a particular thing.","shock","NP_to_VPeventive","active","positive","False",0.777777777777778,0.222222222222222,0.222222222222222,0.363241578628389,9
"Someone shouted for a particular thing to happen.","shout","for_NP_to_VP","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone shouted that a particular thing happened","shout","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone showcased that a particular thing happened","showcase","that_S","active","positive","False",0.85,0.2,0.15,0.337474278855276,10
"Someone showed that a particular thing happened","show","that_S","active","positive","False",1,0,0,0,10
"Someone shrieked that a particular thing happened","shriek","that_S","active","positive","False",0.75,0.25,0.2,0.353553390593274,10
"Someone shut up for a particular thing to happen.","shut_up","for_NP_to_VP","active","positive","False",0.6,0.15,0.151249999999999,0.316227766016838,10
"Someone sighed for a particular thing to happen.","sigh","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone sighed that a particular thing happened","sigh","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone signalled a particular person to do a particular thing.","signal","NP_to_VPeventive","active","positive","False",0.65,0.2,0.2,0.337474278855276,10
"Someone signalled for a particular thing to happen.","signal","for_NP_to_VP","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone signalled that a particular thing happened","signal","that_S","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone signed for a particular thing to happen.","sign","for_NP_to_VP","active","positive","False",0.65,0.1,0.15,0.241522945769824,10
"Someone signed on for a particular thing to happen.","sign_on","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone signed up a particular person to do a particular thing.","sign_up","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone signed up for a particular thing to happen.","sign_up","for_NP_to_VP","active","positive","False",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"Someone signified that a particular thing happened","signify","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone simulated that a particular thing happened","simulate","that_S","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone sketched that a particular thing happened","sketch","that_S","active","positive","False",0.7,0.15,0.15,0.258198889747161,10
"Someone snapped that a particular thing happened","snap","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone snitched that a particular thing happened","snitch","that_S","active","positive","False",0.9,0.10125,0.1,0.210818510677892,10
"Someone sobbed that a particular thing happened","sob","that_S","active","positive","False",1,0,0,0,9
"Someone sought a particular person to do a particular thing.","seek","NP_to_VPeventive","active","positive","False",0.45,0.15,0.15,0.283823106098773,10
"Someone sought for a particular thing to happen.","seek","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone specified a particular person to do a particular thing.","specify","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone specified that a particular thing happened","specify","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone speculated a particular person to have a particular thing.","speculate","NP_to_VPstative","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone spotted that a particular thing happened","spot","that_S","active","positive","False",1,0,0,0,10
"Someone spouted that a particular thing happened","spout","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone spurred a particular person to do a particular thing.","spur","NP_to_VPeventive","active","positive","False",0.95,0.1,0.05,0.158113883008419,10
"Someone squealed that a particular thing happened","squeal","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone stammered that a particular thing happened","stammer","that_S","active","positive","False",0.85,0.15,0.15,0.241522945769824,10
"Someone stated for a particular thing to happen.","state","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone stated that a particular thing happened","state","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone steered a particular person to do a particular thing.","steer","NP_to_VPeventive","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone stimulated a particular person to do a particular thing.","stimulate","NP_to_VPeventive","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone stipulated for a particular thing to happen.","stipulate","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone stipulated that a particular thing happened","stipulate","that_S","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone stopped a particular person to do a particular thing.","stop","NP_to_VPeventive","active","positive","False",0.4,0.2,0.25,0.394405318873308,10
"Someone stopped for a particular thing to happen.","stop","for_NP_to_VP","active","positive","False",0.65,0.25,0.25,0.411636301174282,10
"Someone stressed a particular person to do a particular thing.","stress","NP_to_VPeventive","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone stressed for a particular thing to happen.","stress","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone stressed that a particular thing happened","stress","that_S","active","positive","False",0.8,0.15,0.15,0.258198889747161,10
"Someone struggled for a particular thing to happen.","struggle","for_NP_to_VP","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
"Someone stuttered that a particular thing happened","stutter","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone submitted that a particular thing happened","submit","that_S","active","positive","False",0.7,0.25,0.2,0.349602949390051,10
"Someone suggested a particular person to do a particular thing.","suggest","NP_to_VPeventive","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone suggested a particular person to have a particular thing.","suggest","NP_to_VPstative","active","positive","False",0.5,0,0,0,10
"Someone suggested for a particular thing to happen.","suggest","for_NP_to_VP","active","positive","False",0.45,0.1,0.05,0.158113883008419,10
"Someone suggested that a particular thing happened","suggest","that_S","active","positive","False",0.5,0,0,0,10
"Someone summarized that a particular thing happened","summarize","that_S","active","positive","False",0.9,0.15,0.1,0.210818510677892,10
"Someone summoned a particular person to have a particular thing.","summon","NP_to_VPstative","active","positive","False",0.666666666666667,0.111111111111111,0.166666666666667,0.25,9
"Someone summoned for a particular thing to happen.","summon","for_NP_to_VP","active","positive","False",0.5,0.15,0.15,0.235702260395516,10
"Someone sung that a particular thing happened","sing","that_S","active","positive","False",0.75,0.15,0.15,0.263523138347365,10
"Someone supposed that a particular thing happened","suppose","that_S","active","positive","False",0.5,0,0,0,10
"Someone surmised that a particular thing happened","surmise","that_S","active","positive","False",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"Someone suspected a particular person to have a particular thing.","suspect","NP_to_VPstative","active","positive","False",0.5,0,0,0,10
"Someone suspected for a particular thing to happen.","suspect","for_NP_to_VP","active","positive","False",0.5,0,0,0,10
"Someone suspected that a particular thing happened","suspect","that_S","active","positive","False",0.5,0,0,0,10
"Someone swore that a particular thing happened","swear","that_S","active","positive","False",0.65,0.15,0.15,0.241522945769824,10
"Someone tapped a particular person to have a particular thing.","tap","NP_to_VPstative","active","positive","False",0.55,0.05,0.1,0.158113883008419,10
"Someone taught a particular person to do a particular thing.","teach","NP_to_VPeventive","active","positive","False",0.6,0.1,0.15,0.210818510677892,10
